PM10_out,Wind_Direction,PM10_in,blower_rpm,NO2,Humidity,Temperature,datetime,Location_Type,device_id,CO2_in,humidity_in,total_pressure_after_blower,sprinkler_ok,temp_out,CO,PM2.5,SO2,tank_pressure,VOCs,PM10,CO2,humidity_out,PM2_5_out,latitude,chemical_level,chemical_temp,chemical_pH,longitude,CO2_out,power_source,PM5_in,PM5_out,atm_pressure,CH4,PM2_5_in,NOx,temp_in
62.25579591,125,72.58603674,1462.093477,60.57145379,42.50728694,32.36430619,1/1/2000 22:00,Industrial,DEVICE_001,508.2302093,50.63746119,72.71484716,1,32.72211269,2.459726646,80.22714917,17.77750628,4.756434793,99.92602923,128.8414803,533.2260346,68.49478087,34.57252038,12.9716,82.12168524,39.39969138,6.470288843,77.5946,379.5317397,solar,145.7880157,51.70031577,1006.487584,2.399725873,111.3055625,181.4405923,34.46887325
167.3964687,93,85.94513179,931.3547276,42.26848822,42.82470965,29.47318831,1/1/2000 23:00,Urban,DEVICE_001,395.6393728,73.98000643,121.6124284,0,23.29461792,2.043282907,36.83855514,8.310923251,3.686979362,70.74149156,68.66845703,414.0711727,31.40597732,87.72963789,12.9716,46.94543392,32.22305837,7.279218169,77.5946,597.2353244,grid,127.8966492,119.2067322,982.1765409,1.663999133,116.6716982,153.3660312,30.71313199
80.71950959,289,102.0925972,1151.275991,14.70237322,69.05280953,23.70957587,1/2/2000 0:00,Rural,DEVICE_001,568.6422916,69.5196813,140.2710101,0,28.59662515,1.398972739,50.32583314,1.51746532,1.298983615,74.39030897,83.94341296,377.5221682,55.81055451,8.233973222,12.9716,30.70760427,40.70555743,7.612250816,77.5946,615.8898203,grid,127.3660187,76.02769113,988.2603999,2.326482261,113.5906462,20.73069528,36.72235406
168.9542649,178,161.3316731,1056.094675,17.06937419,53.8550106,33.42687049,1/2/2000 1:00,Rural,DEVICE_001,465.5494555,85.89329486,137.2604971,0,25.7451539,1.968974313,45.02176333,9.135536736,2.842739894,103.7045433,83.60683507,395.3140001,82.50052198,48.16195476,12.9716,46.54739193,35.27832076,6.067512982,77.5946,643.7276557,grid,75.61704237,41.84742452,980.2971202,2.149821135,59.53463492,49.33542629,36.42776726
20.10762899,89,55.94128079,1338.492579,85.90957868,45.09662645,32.13994923,1/2/2000 2:00,Industrial,DEVICE_001,478.1928059,79.25886104,110.2192669,1,34.73589137,2.618473669,86.69434022,16.65512586,4.563296526,123.9574732,142.7248463,474.652354,48.08737118,77.07663508,12.9716,84.35956382,42.57204259,7.332339016,77.5946,465.0498005,grid,68.07473033,33.26589995,953.072996,2.533089874,104.1349049,165.0428027,36.86652336
75.407447,191,112.5621989,1488.778254,64.66767039,40.32318631,34.7535093,1/2/2000 3:00,Industrial,DEVICE_001,488.2804842,63.99631553,100.7126614,0,29.06832461,3.253409738,93.27485701,24.76005547,1.377849703,193.5765074,110.709405,511.6262827,35.67338069,21.80110504,12.9716,30.48692822,24.58131473,8.344068655,77.5946,514.0548924,grid,48.27699007,56.58212671,961.6024846,2.311089743,102.1231808,131.3328851,29.7018932
63.40973858,285,126.6346224,1053.918037,61.78414776,42.14708457,34.71572932,1/2/2000 4:00,Industrial,DEVICE_001,711.361654,69.42182989,69.02360338,0,39.7855989,1.926154417,104.1623046,25.21837823,4.955502849,156.8693561,130.5592085,507.2613921,75.5030863,99.64541106,12.9716,57.19927113,59.87962011,8.040138169,77.5946,729.6562383,solar,17.89256953,141.5894122,981.1879147,2.843311461,41.69655442,138.9671165,26.67256792
62.04212499,98,28.36107429,1292.504761,84.23714482,48.45336566,35.13045417,1/2/2000 5:00,Industrial,DEVICE_001,592.6225745,83.903188,108.7613676,0,21.09489965,2.810271676,80.18219764,18.80387601,4.796277575,175.6192413,138.6186817,487.7381063,66.36082992,32.02859936,12.9716,82.54870732,37.02223511,7.905470967,77.5946,437.724246,grid,131.0611327,58.02373976,964.6429826,3.073695292,100.3252795,134.3043572,35.83116405
32.27359156,167,129.3580733,1018.85858,16.24657271,62.78274425,28.18069876,1/2/2000 6:00,Rural,DEVICE_001,490.0884646,53.97112708,74.39912227,0,27.10030532,1.855593718,58.48250138,8.649036633,1.313097923,141.8823312,108.5776934,394.9606423,64.21875047,80.01232797,12.9716,41.81297276,33.92922559,8.728666285,77.5946,722.0905312,grid,123.8061413,148.3373706,953.498532,2.011114431,9.255877992,26.57411132,29.02588226
53.68236867,172,50.69434226,1239.198153,25.92536226,43.33592447,29.68012294,1/2/2000 7:00,Urban,DEVICE_001,624.6502025,49.60768235,160.1548515,1,29.63800334,2.155453783,30.28961694,3.563111557,4.733653282,75.73105697,63.48074906,434.7535622,33.21459358,51.5976714,12.9716,67.79886733,48.40839393,6.054096029,77.5946,603.1949403,grid,149.9604743,77.93226381,1009.055476,1.971531925,73.57103603,63.79789146,23.66884393
119.9989226,133,31.70928674,1178.359492,10.86384528,56.70787516,26.79633858,1/2/2000 8:00,Rural,DEVICE_001,672.2678034,30.64866502,81.32464032,1,30.06267109,1.456495941,44.77784237,9.038693028,2.452530361,138.3184728,64.8041445,394.0171172,38.42994059,73.54501348,12.9716,32.10684166,34.55597626,7.671142759,77.5946,692.98438,solar,149.5291572,35.08294856,1018.683477,2.138028798,31.45101629,33.2271856,37.09948039
72.44499311,11,190.7993967,1483.203198,74.27762987,57.11302118,36.05165991,1/2/2000 9:00,Industrial,DEVICE_001,472.6808003,79.59306445,58.78479579,1,26.31871645,2.669685733,51.5487917,17.64040129,4.378836668,156.5161943,131.9818665,488.8763771,67.35296377,17.35681355,12.9716,19.83515008,53.3309722,8.362046545,77.5946,671.1233148,solar,87.76043878,134.7596129,1005.520001,2.230829101,18.86519186,144.9578763,37.65119754
95.13106082,144,193.813766,1265.116364,12.54418236,63.5972254,25.68638362,1/2/2000 10:00,Rural,DEVICE_001,536.0970957,78.05884202,132.8549207,0,34.58480498,1.197237564,34.49325854,5.581755221,2.673533351,139.7286033,65.77273,381.2492118,42.46943049,6.944971991,12.9716,81.49458026,38.17082897,7.624006148,77.5946,443.3801729,solar,117.6582381,74.44975224,1009.764945,1.734877945,13.84961819,20.12770792,29.32619512
87.83603846,64,165.5115227,1109.703823,18.39829835,62.3376535,28.56875476,1/2/2000 11:00,Rural,DEVICE_001,404.848742,36.26727109,139.2844599,0,37.49494147,1.812110066,37.25613349,7.754422502,2.763420451,116.222331,41.18900184,391.5107996,60.24420478,109.5999091,12.9716,18.90717611,48.78233653,6.971686658,77.5946,605.9657314,solar,142.2672022,109.3539881,966.9383991,1.753653846,85.07320923,14.85425156,21.51399455
177.6628865,258,74.83047845,968.4574709,11.61106954,72.49732248,33.73458882,1/2/2000 12:00,Rural,DEVICE_001,431.5172073,64.61144287,180.7869592,0,38.77438604,1.222341619,49.08738302,10.30706374,3.536972364,90.62473429,69.75199681,391.0986007,62.69290116,36.00745101,12.9716,34.42432556,24.29812866,6.408751695,77.5946,740.4754188,grid,128.9506347,147.7196216,1017.243888,2.068491384,44.08562083,43.72377797,27.7565218
182.9538198,161,37.58098052,990.7480972,24.00876527,60.14719587,29.39227113,1/2/2000 13:00,Urban,DEVICE_001,656.5030343,57.83890189,136.5472419,0,36.10186754,2.530223407,50.16233323,2.262819769,4.097909677,90.7098362,64.68687722,435.41371,47.01043142,99.26285532,12.9716,86.95984798,53.84476742,8.662689215,77.5946,544.4523066,solar,44.62873424,17.02454904,963.7847993,1.634421384,88.34817873,92.17440729,36.07075319
108.7322549,102,143.1619448,1035.190158,61.46010804,59.15134003,35.42563015,1/2/2000 14:00,Industrial,DEVICE_001,431.6472565,37.12254573,101.8221281,0,37.01160395,1.173848393,99.13194873,22.068564,1.135156604,190.2626551,118.1686788,486.8982943,86.90550933,119.9252846,12.9716,41.18223584,49.42871947,7.412287177,77.5946,784.9658466,grid,73.07617894,23.53723837,1016.600087,2.678122653,12.51597919,178.1121756,38.03548057
79.42807106,132,99.22744887,1050.579997,19.60767822,65.87091126,27.23979708,1/2/2000 15:00,Urban,DEVICE_001,586.3235227,88.83409362,170.4517822,0,31.01090601,2.751178526,45.58424487,4.461186331,3.372623982,94.35084512,33.6189077,420.7409478,80.54784641,29.31459467,12.9716,97.57408146,28.46867114,8.634345591,77.5946,553.496795,grid,28.08231812,110.8639438,1019.637351,2.125723109,41.25838885,70.41853718,24.06945485
39.22412672,335,41.96688227,1410.369635,17.93052802,63.80357477,21.81242298,1/2/2000 16:00,Rural,DEVICE_001,669.0708178,42.88175325,131.041834,1,36.51776453,1.650235227,42.66395686,4.953678259,1.746931976,130.1478802,95.5541136,376.2841062,73.34241046,35.49463524,12.9716,98.17609013,25.81144039,7.757556367,77.5946,414.2535365,solar,143.5671438,49.45550046,999.8205964,2.097018822,67.04149862,34.60737068,21.33947224
191.6125183,0,109.1318438,1236.733673,13.54653846,52.66107601,26.32292352,1/2/2000 17:00,Rural,DEVICE_001,398.0946154,34.03405081,61.89204269,1,26.07007818,1.321326612,31.78497714,12.11018522,2.383798071,92.01599981,78.77811895,385.2432865,34.67963198,81.22887558,12.9716,34.14484184,32.65169395,8.02257635,77.5946,525.245606,solar,94.86444882,35.80219557,1018.680061,1.836900185,95.93316396,37.47368032,37.54700906
30.84085008,291,26.1899338,1214.034547,52.59512462,35.07785073,30.88084171,1/2/2000 18:00,Industrial,DEVICE_001,605.2904988,65.69084277,134.877584,0,27.96957524,3.085753849,47.8121486,19.79186983,2.391874665,122.9965303,130.258825,539.4692178,36.36780116,116.026593,12.9716,13.68804,59.04282344,8.412783463,77.5946,778.2660829,solar,42.00999277,15.51066317,989.8677846,2.386282706,41.65653784,113.4453108,27.78809878
73.57704996,311,183.6776724,968.8613231,61.36272639,36.10049609,32.50192792,1/2/2000 19:00,Industrial,DEVICE_001,465.4532527,74.33200063,186.2027818,1,26.33826028,1.939366256,89.2125005,18.62474151,2.876241361,80.94236506,135.1501542,527.3374853,59.56688075,110.31865,12.9716,73.45569558,30.27326298,7.977466634,77.5946,493.8743822,solar,104.0380958,13.05853968,968.1679248,2.993490314,76.97750829,134.0849656,30.83521929
73.65191621,85,66.58039669,1416.083816,18.25532528,75.22129958,24.12689179,1/2/2000 20:00,Rural,DEVICE_001,783.3170939,31.94660676,109.4468938,0,29.34774671,1.617466409,49.80262764,5.660463132,2.336545648,58.52271029,55.87878591,385.1123018,39.64280095,62.83068481,12.9716,50.58878524,38.24508836,7.194164522,77.5946,740.6441719,solar,96.53795366,118.4279844,980.589712,2.051984294,106.887441,34.71826991,39.36131624
77.67223151,235,139.2540112,1333.688582,83.65846184,57.36318423,35.02906539,1/2/2000 21:00,Industrial,DEVICE_001,567.595541,69.52305832,94.44887028,0,25.71159232,2.388218116,68.40162544,25.27665498,1.429444474,169.6090278,112.9842151,499.9340816,88.69592781,96.43768249,12.9716,19.06775596,21.20080903,7.540900152,77.5946,746.5628068,grid,60.14278052,28.82067983,991.5492655,3.212298821,75.82426664,156.546682,21.33129456
49.57163179,111,76.1079937,940.6010171,8.45175355,54.58577418,27.2845199,1/2/2000 22:00,Rural,DEVICE_001,712.6966474,61.93751256,71.52041855,1,39.23222885,1.511076373,40.34316972,4.172444839,1.582514954,123.5321145,57.96876457,391.2736548,39.51121404,20.61077311,12.9716,73.67705371,35.88910118,8.409136574,77.5946,507.5839359,solar,25.89806291,75.48088624,955.1157093,1.927715432,31.7903396,43.95731936,32.96636015
160.9690576,61,113.6122438,1324.701058,12.274154,57.73708481,28.82073221,1/2/2000 23:00,Rural,DEVICE_001,597.601944,36.19590053,72.71682829,0,26.25689256,1.656101308,40.41707733,2.994480957,1.133751942,117.116055,62.5578777,389.1509117,59.24807013,117.4053912,12.9716,12.80574182,42.85280062,7.120950889,77.5946,387.4659461,solar,104.0202474,94.82555413,993.5640285,2.047464877,7.806089879,21.71416229,21.48210845
42.04961515,89,118.4078503,1226.12293,78.15040289,38.44510474,33.09616989,1/3/2000 0:00,Industrial,DEVICE_001,369.5356398,40.35143262,114.9157227,1,21.96089076,2.46571859,81.48998458,16.68688121,2.880996341,167.1179601,135.0277425,463.902358,51.84726341,115.9006219,12.9716,88.31770214,58.1249845,7.16436437,77.5946,676.0510591,solar,82.84307813,69.96925208,1018.682449,2.011737269,105.0613705,99.91784157,27.50937857
134.2831986,167,53.27380199,949.0352074,40.10798165,46.05191387,33.96798426,1/3/2000 1:00,Urban,DEVICE_001,634.918119,64.07845784,139.3519736,0,30.53634332,1.626015005,32.86527363,6.763859821,4.817790779,46.30255722,62.07761944,398.6119969,68.36318529,23.82883016,12.9716,22.47872762,40.6694418,6.287070348,77.5946,490.1805346,grid,118.1245748,13.79493133,963.3075355,2.199401631,7.445982248,119.106305,36.0762909
42.29228481,34,194.525233,1174.980385,18.85819075,55.43699198,28.26818176,1/3/2000 2:00,Rural,DEVICE_001,778.131504,47.78145681,62.09231078,0,21.14198157,0.791902725,37.77637585,6.553321835,1.462700895,160.846202,83.6845197,379.6737093,37.74218453,39.43365935,12.9716,21.45806909,52.76429305,8.743753306,77.5946,702.3156264,solar,82.82289016,119.6902104,1005.481658,2.033945857,105.5906924,41.06329105,28.66944466
32.69641477,41,159.5239082,1190.817772,18.48175563,59.48589747,28.73036953,1/3/2000 3:00,Rural,DEVICE_001,620.7253191,86.29894372,190.9352884,1,22.21086333,1.27049848,47.20214188,9.032249457,4.785057972,111.887341,76.35683722,383.1925573,55.81898568,16.51782471,12.9716,25.81050682,41.8851057,6.273108945,77.5946,549.1946817,grid,129.30541,11.47185144,1013.552916,2.148472983,65.82777041,35.31916892,39.94364708
183.6973107,308,189.1098095,999.4647241,54.87870534,46.51673664,32.56179894,1/3/2000 4:00,Industrial,DEVICE_001,718.6349867,79.12441377,163.2700426,0,24.38778778,3.012892865,98.01820883,10.64604039,3.933446059,139.4545955,111.8384925,533.5287462,46.48230197,36.24752387,12.9716,96.42397226,21.63140054,7.944627532,77.5946,568.3700341,solar,87.26695743,116.6645852,1016.059111,2.598078212,112.9927853,88.85626394,31.1811857
54.22317794,96,181.0689231,1467.418888,20.71877022,54.55024639,28.74466176,1/3/2000 5:00,Rural,DEVICE_001,747.8929085,89.01403239,137.9935877,0,29.287005,1.753112746,47.8273747,8.676992815,3.549995212,89.61780215,83.87557349,412.7069286,83.26509148,98.83491578,12.9716,72.38524242,32.60033101,7.239583436,77.5946,700.059233,solar,88.53131601,135.0626291,1017.209492,2.036373251,96.86007211,15.21413754,26.42324305
167.8250278,183,127.6219962,1409.985223,12.87339383,63.71000658,30.02742619,1/3/2000 6:00,Rural,DEVICE_001,452.6358974,45.58025034,174.2658006,0,28.66501865,1.337490108,56.64093333,7.896482031,3.581111021,146.0235767,82.97391488,392.6052899,32.43514273,48.50629482,12.9716,82.12343819,43.02198031,7.216858171,77.5946,522.063499,grid,132.7315044,70.59758895,986.5021747,1.551039418,119.7624227,26.4787528,24.40222652
118.0335568,345,185.9373623,1301.413402,64.2169264,47.70790587,31.63947683,1/3/2000 7:00,Industrial,DEVICE_001,445.420178,88.18341797,62.02801352,1,35.99383724,3.502668984,127.6166321,26.65219282,4.306910594,209.9795162,123.6448121,531.3518884,84.82364964,15.16565122,12.9716,45.78714872,58.02375864,8.03865551,77.5946,549.4073054,solar,66.48760127,84.97594623,1018.411554,2.146664338,45.33185878,72.81206276,27.01041069
34.01417353,50,35.92865037,1177.377337,15.23457717,68.20145139,24.58073672,1/3/2000 8:00,Rural,DEVICE_001,624.941445,55.87403219,121.5258317,0,34.78949308,1.586744415,47.1663701,11.56432724,1.427679458,114.7568655,117.5842885,394.4211667,79.97964831,44.35593535,12.9716,40.26814548,54.36521439,6.201281198,77.5946,519.2857109,grid,28.76213198,76.77767497,1003.011714,2.050048787,93.22665323,27.9715378,27.45066548
191.9806745,290,55.27691524,1147.059325,47.81073268,40.13896069,28.8343988,1/3/2000 9:00,Urban,DEVICE_001,534.9628114,50.85112772,144.513969,0,28.52636588,1.705956587,36.83883352,10.0773822,3.019017294,90.47905334,61.50143164,418.6659914,47.85424299,117.8590834,12.9716,31.10356061,29.13422457,7.781117349,77.5946,515.3032319,grid,14.02957468,64.48920661,961.3170005,2.014199293,51.22205507,97.7443084,21.37427355
64.45301006,179,28.140912,1290.58408,18.14070007,55.2916096,27.55289,1/3/2000 10:00,Rural,DEVICE_001,727.9375863,33.02097162,174.2979359,0,26.67408415,0.898893993,55.22695787,10.54025109,3.788364553,79.53814457,28.22672727,387.3926484,77.35743928,77.41361345,12.9716,53.25832255,28.8043932,8.316095358,77.5946,586.6759596,grid,115.7192158,134.239435,983.3830075,1.774916198,60.18569633,27.70120429,27.39148399
174.7361622,140,78.55945954,1227.259122,42.3264214,52.86155052,33.31651196,1/3/2000 11:00,Industrial,DEVICE_001,755.0104055,33.16591547,167.520434,1,26.32937568,2.4406226,92.06658665,14.91403915,3.34728178,165.5000793,116.8557221,496.7092868,31.87281362,52.85850884,12.9716,59.66458602,28.04691868,8.484638274,77.5946,713.95975,solar,96.84333719,135.1506915,1000.283182,2.500209735,77.16312827,182.4137961,29.28477039
50.38580104,193,89.96191214,937.3638635,86.93333115,56.42177599,34.40188452,1/3/2000 12:00,Industrial,DEVICE_001,509.0396207,71.52067536,91.56038746,1,35.47990175,3.760273869,59.55944595,31.28242008,4.331116284,132.7924452,81.7749264,492.1083536,88.01193302,24.15192905,12.9716,66.85973593,56.89995585,6.511591168,77.5946,512.7957404,solar,108.5711675,57.01429105,967.3138221,2.004779284,105.4728681,132.985105,34.45475504
